;Author;Author ID
2934;Norman Maclean;2934
2935;Fred Pearce;2935
2936;Elizabeth C. Economy;2936
2937;Bodie Thoene;2937
2938;Robert Kirkman;2938
2939;Gayden Metcalfe;2939
2940;Linda Howard;2940
2941;Kevin Brockmeier;2941
2942;Dan Hitt;2942
2943;Darren R. Weissman;2943
2944;Robert A. Nye;2944
2945;Alan Hollinghurst;2945
2946;Mark Steyn;2946
2947;Shel Silverstein;2947
2948;MaryJanice Davidson;2948
2949;P.C. Cast;2949
2950;Brian Azzarello;2950
2951;Maria Coffey;2951
2952;Ross Thomas;2952
2953;Daniel Clowes;2953
2954;Hinako Takanaga;2954
2955;Sherry Shahan;2955
2956;Steve Hamilton;2956
2957;Mayu Shinjō;2957
2958;Dennis L. Kasper;2958
2959;Kim Harrison;2959
2960;Lou Marinoff;2960
2961;Youka Nitta;2961
2962;James Brian Smith;2962
2963;Amelia Atwater-Rhodes;2963
2964;Hugh Kenner;2964
2965;Sandra Brown;2965
2966;Erin St. Claire;2966
2967;Rachel Ryan;2967
2968;Sandra West Prowell;2968
2969;Laura  Jordan;2969
2970;Iyanla Vanzant;2970
2971;Karl Marx;2971
2972;Bob Blaisdell;2972
2973;Roddy Doyle;2973
2974;Philip Thody;2974
2975;Hazel Rowley;2975
2976;John  Compton;2976
2977;Edmund Burke;2977
2978;Elizabeth Alexander;2978
2979;Jeremy Gilbert-Rolfe;2979
2980;Richard Klein;2980
2981;Christopher Hitchens;2981
2982;Paul Strathern;2982
2983;Tom Hunt;2983
2984;Julia Indichova;2984
2985;Friedrich Reck-Malleczewen;2985
2986;Clement Greenberg;2986
2987;Bruce L. Edwards;2987
2988;Lala Okamoto;2988
2989;René Descartes;2989
2990;Marcus Aurelius;2990
2991;Arthur Koestler;2991
2992;Walter Kirn;2992
2993;Michel de Montaigne;2993
2994;Abbie Hoffman;2994
2995;Deborah Eisenberg;2995
2996;Kohta Hirano;2996
2997;Lennart Hellsing;2997
2998;Andrew Heintzman;2998
2999;Jerry B. Jenkins;2999
3000;Maxine Hong Kingston;3000
3001;Susan Donovan;3001
3002;Anna J.;3002
3003;George H. Wood;3003
3004;Rene Gutteridge;3004
3005;Evelyn Waugh;3005
3006;Rodney Stark;3006
3007;Rick Barba;3007
3008;Andrea Camilleri;3008
3009;Andreas Gursky;3009
3010;Mel Odom;3010
3011;Stephen Desberg;3011
3012;Bart G. Farkas;3012
3013;Luis Vélez de Guevara;3013
3014;Kei Kusunoki;3014
3015;Chris Rowthorn;3015
3016;Joan Sinclair;3016
3017;Haruko Taya Cook;3017
3018;Kitty Burns Florey;3018
3019;Abigail Thomas;3019
3020;Patricia B. McConnell;3020
3021;Malcolm X;3021
3022;James H. Cone;3022
3023;Malcolm Lowry;3023
3024;Malcolm Barber;3024
3025;Andrew Helfer;3025
3026;Malcolm Godwin;3026
3027;Noel Malcolm;3027
3028;Karen Harper;3028
3029;Retha M. Warnicke;3029
3030;Robin Maxwell;3030
3031;Patricia Justine Tumang;3031
3032;Dodie Smith;3032
3033;Richard W. Bulliet;3033
3034;Elizabeth Gaskell;3034
3035;Sarah Miller;3035
3036;Isabel Miller;3036
3037;W. Somerset Maugham;3037
3038;Hugh Bicheno;3038
3039;Henry Fielding;3039
3040;Samuel Richardson;3040
3041;Carol Adrienne;3041
3042;Patrick Larkin;3042
3043;Nicholas Dawidoff;3043
3044;James H. Cobb;3044
3045;Gayle Lynds;3045
3046;Neil LaBute;3046
3047;Harriet Lerner;3047
3048;Nicolas Tredell;3048
3049;Elizabeth  George;3049
3050;Elizabeth George;3050
3051;Nir Hefez;3051
3052;Yehuda Koren;3052
3053;Claire Brennan;3053
3054;Adam Mansbach;3054
3055;Lori Foster;3055
3056;Thomas Hardy;3056
3057;Gail A. Eisnitz;3057
3058;Lawrence Block;3058
3059;Donald D. Stull;3059
3060;Daisy Meadows;3060
3061;Ul De Rico;3061
3062;Wade Davis;3062
3063;Emmuska Orczy;3063
3064;V.S. Ramachandran;3064
3065;Jeffrey Alford;3065
3066;Lizzie Collingham;3066
3067;Camellia Panjabi;3067
3068;Sudha Koul;3068
3069;C.G. Jung;3069
3070;Chris Van Allsburg;3070
3071;Ellen Weiss;3071
3072;Graham McNeill;3072
3073;Michael A. Stackpole;3073
3074;Ben Counter;3074
3075;J.E. Austen Leigh;3075
3076;Maggie Black;3076
3077;Edward Copeland;3077
3078;Sally Smith O'Rourke;3078
3079;Stephanie Barron;3079
3080;Erich Auerbach;3080
3081;James F. Calvert;3081
3082;Ted Honderich;3082
3083;Robert Arp;3083
3084;Tom Morris;3084
3085;William Irwin;3085
3086;Andy Warhol;3086
3087;David Baggett;3087
3088;Louis P. Pojman;3088
3089;Frederick Charles Copleston;3089
3090;John Cottingham;3090
3091;Kevin S. Decker;3091
3092;Gary L. Hardcastle;3092
3093;Boethius;3093
3094;David J. Chalmers;3094
3095;Richard V. Greene;3095
3096;Jürgen Habermas;3096
3097;Jonathan Wolff;3097
3098;Sarvepalli Radhakrishnan;3098
3099;Nigel Warburton;3099
3100;Jeremy Weate;3100
3101;Philip J. Ivanhoe;3101
3102;Alan Hausman;3102
3103;Leo Strauss;3103
3104;Pierre Hadot;3104
3105;James   Paul;3105
3106;Dave Robinson;3106
3107;Roger Scruton;3107
3108;Anthony Kenny;3108
3109;Mark T. Conard;3109
3110;John Harwood Hick;3110
3111;Will Kymlicka;3111
3112;James B. South;3112
3113;Stewart Shapiro;3113
3114;Cornelius Agrippa;3114
3115;David L. Hull;3115
3116;Robert Paul Wolff;3116
3117;Richard M. Rorty;3117
3118;Buzz Bissinger;3118
3119;Bruce Feiler;3119
3120;David Pogue;3120
3121;Joss Whedon;3121
3122;Dan Birlew;3122
3123;Joe  Miller;3123
3124;Mike Mason;3124
3125;Sam Kauffmann;3125
3126;David Hackett Fischer;3126
3127;Elmer Kennedy-Andrews;3127
3128;Georgette Heyer;3128
3129;Kurban Said;3129
3130;Barbara Nadel;3130
3131;Ina May Gaskin;3131
3132;Stephen Gaskin;3132
3133;Mike Ashley;3133
3134;Cook's Illustrated Magazine;3134
3135;Nobuhiro Watsuki;3135
3136;Yefim Gordon;3136
3137;Owen    Jones;3137
3138;David   Robbins;3138
3139;Melinda Curtis;3139
3140;Kathleen Eagle;3140
3141;Tess Gerritsen;3141
3142;D.T. Max;3142
3143;Richard W. Wrangham;3143
3144;Dale Peterson;3144
3145;Edward T. Welch;3145
3146;Tsutomu Nihei;3146
3147;Stan Berenstain;3147
3148;Paula J. Caplan;3148
3149;Laura Florand;3149
3150;David W. Phillips;3150
3151;Oh! Great;3151
3152;James H. Billington;3152
3153;Marlo Morgan;3153
3154;Steve Kenson;3154
3155;Armand Marie Leroi;3155
3156;Chris Claremont;3156
3157;David Dalton;3157
3158;Michael J. Bradley;3158
3159;Leigh Nichols;3159
3160;Dean R. Koontz;3160
3161;Richard Paige;3161
3162;Ramsey Campbell;3162
3163;Peter Ackroyd;3163
3164;Marjorie Garber;3164
3165;John   Barton;3165
3166;Charles Lamb;3166
3167;Charlaine Harris;3167
3168;Stephen Greenblatt;3168
3169;Francine Segan;3169
3170;Lisa Gardner;3170
3171;John Gardner;3171
3172;John W. Gardner;3172
3173;J. Michael Lennon;3173
3174;Jean Lorrah;3174
3175;Richard Corliss;3175
3176;Knut Hamsun;3176
3177;Clive Barker;3177
3178;Aimé Césaire;3178
3179;Robert Silverberg;3179
3180;Tim Underwood;3180
3181;Stewart O'Nan;3181
3182;Joyce Reardon;3182
3183;Jim Thompson;3183
3184;Sholom Aleichem;3184
3185;Paule Marshall;3185
3186;H.P. Lovecraft;3186
3187;Simone Weil;3187
3188;Clive Cussler;3188
3189;Joseph Gallagher;3189
3190;Chris    Green;3190
3191;Jules Verne;3191
3192;Pauline Francis;3192
3193;Gonzague Saint Bris;3193
3194;Mary Gordon;3194
3195;Lisa Unger;3195
3196;John A. Keel;3196
3197;David Deida;3197
3198;Paul Perry;3198
3199;Margaret Wise Brown;3199
3200;Bill Maher;3200
3201;Jane Jeong Trenka;3201
3202;Judd Winick;3202
3203;Audre Lorde;3203
3204;Carolyn Keene;3204
3205;Roy Mottahedeh;3205
3206;Tom Brokaw;3206
3207;Ricardo Semler;3207
3208;Robert J. Ray;3208
3209;Francis Meynell;3209
3210;Lynn Setzer;3210
3211;Greg Cox;3211
3212;Graham Hancock;3212
3213;James Hillman;3213
3214;Mike Kennedy;3214
3215;Gail Godwin;3215
3216;T.S. Eliot;3216
3217;Frances Gies;3217
3218;Rosie Daley;3218
3219;Ursula Hegi;3219
3220;Amy L. Marsland;3220
3221;Sarah K. Herz;3221
3222;Stewart Brand;3222
3223;Donna Dale Carnegie;3223
3224;Charles Wheelan;3224
3225;Pavel Tsatsouline;3225
3226;Desmond Morris;3226
3227;Doug Lansky;3227
3228;Michael J. Mauboussin;3228
3229;Robbie Stamp;3229
3230;Max Barry;3230
3231;Gloria Naylor;3231
3232;Karel Čapek;3232
3233;Michio Kaku;3233
3234;Joanne Fluke;3234
3235;Eric H.F. Law;3235
3236;Bill Buford;3236
3237;Will Eisner;3237
3238;Akira Yoshida;3238
3239;Sandy Petersen;3239
3240;Lynn Willis;3240
3241;William    Jones;3241
3242;Keith Herber;3242
3243;Cody Goodfellow;3243
3244;Sam Johnson;3244
3245;Stephen Mark Rainey;3245
3246;Jim Fergus;3246
3247;William Easterly;3247
3248;William Strunk Jr.;3248
3249;Marta Acosta;3249
3250;Candace Ward;3250
3251;Michael J. Lyons;3251
3252;Logan Swanson;3252
3253;Allen J. Frantzen;3253
3254;Anya Seton;3254
3255;Alice Dalgliesh;3255
3256;Bethany Roberts;3256
3257;Janet S. Wong;3257
3258;Nancy White Carlstrom;3258
3259;Susan Oliver;3259
3260;Lauren Henderson;3260
3261;Jennifer Crusie;3261
3262;Anna Maxted;3262
3263;Danzy Senna;3263
3264;Kay Redfield Jamison;3264
3265;C.S. Friedman;3265
3266;Linda  Anderson;3266
3267;Keith Gray;3267
3268;Carolyn Meyer;3268
3269;Quentin Carter;3269
3270;Quentin W. Fleming;3270
3271;Edwin Page;3271
3272;Quentin Skinner;3272
3273;Aljean Harmetz;3273
3274;Andre Dubus;3274
3275;Paul A. Sabatier;3275
3276;Sara Zarr;3276
3277;Donna Freitas;3277
3278;Stephen Jay Gould;3278
3279;James B. Stiff;3279
3280;Joseph Delaney;3280
3281;Jim Hougan;3281
3282;Howard F. Lyman;3282
3283;Vicki Constantine Croke;3283
3284;Donna M. Jackson;3284
3285;Theodosius Dobzhansky;3285
3286;Michael D. Lyman;3286
3287;Lyman S. Spitzer Jr.;3287
3288;Adam Swift;3288
3289;Stephen Mulhall;3289
3290;Max Beerbohm;3290
3291;Matt Braun;3291
3292;Hugh Honour;3292
3293;Elizabeth Mann;3293
3294;John Patrick Diggins;3294
3295;Richard Wilhelm;3295
3296;Sarah Dening;3296
3297;Reader's Digest Association;3297
3298;William L. Simon;3298
3299;Davina Thomas;3299
3300;Jeffrey Ford;3300
3301;Peter Walsh;3301
3302;Spider Robinson;3302
3303;Judy Hall;3303
3304;Catherine de Zegher;3304
3305;William C. Davis;3305
3306;J.G. Passarella;3306
3307;Thomas Mann;3307
3308;Brian L. Weiss;3308
3309;Stephen Briggs;3309
3310;Peter Haining;3310
3311;Peter Milligan;3311
3312;Murray Sayle;3312
3313;Bruce Campbell;3313
3314;Robert  Hamburger;3314
3315;Harold Coyle;3315
3316;Scott MacMillan;3316
3317;Marie McSwigan;3317
3318;Mark Harlan;3318
3319;Charles W. Sydnor Jr.;3319
3320;Peter Maurice Wright;3320
3321;John Maddox Roberts;3321
3322;Sean McMullen;3322
3323;Damion Hunter;3323
3324;Avigdor Kahalani;3324
3325;Jonathan Parshall;3325
3326;Bob Madgic;3326
3327;Dorothy Roberts;3327
3328;Caitlin Brennan;3328
3329;Keith Baker;3329
3330;Francine Patterson;3330
3331;Barry Chubin;3331
3332;W.E.B. Griffin;3332
3333;Robert Fulghum;3333
3334;Richard Shenkman;3334
3335;Jonathan Ryder;3335
3336;Larry Bond;3336
3337;Rick Hicks;3337
3338;R.F. Laird;3338
3339;Radclyffe;3339
3340;Deb Stover;3340
3341;Penny Jordan;3341
3342;Greg Iles;3342
3343;Robin Cook;3343
3344;Steve Allen;3344
3345;Jack Higgins;3345
3346;Leon Uris;3346
3347;Chris Ryall;3347
3348;Catherine Hapka;3348
3349;Brown Son & Ferguson;3349
3350;Karen A. Bale;3350
3351;Ruth Stiles Gannett;3351
3352;Ciruelo Cabral;3352
3353;Stephanie Rowe;3353
3354;James A. Owen;3354
3355;Alan Cohen;3355
3356;Lester del Rey;3356
3357;Mary Walton;3357
3358;Oliver Ho;3358
3359;Joe Kelly;3359
3360;Marc Andreyko;3360
3361;Sabine C. Bauer;3361
3362;D.W. Buffa;3362
3363;Terri Blackstock;3363
3364;Robert Stock;3364
3365;Sylvia Day;3365
3366;Mark Nesbitt;3366
3367;Jerry Seinfeld;3367
3368;Friedrich Dürrenmatt;3368
3369;Norman Schwarzkopf;3369
3370;James M. McPherson;3370
3371;Cecil Adams;3371
3372;Ryūnosuke Akutagawa;3372
3373;Leil Lowndes;3373
3374;Lucille Colandro;3374
3375;Stephen Crane;3375
3376;Gary Friedrich;3376
3377;Theodore Roszak;3377
3378;Christopher Bram;3378
3379;R. Gary Patterson;3379
3380;Harpo Marx;3380
3381;Joe Adamson;3381
3382;Ray McAllister;3382
3383;Sarah Mayberry;3383
3384;Marc Eliot;3384
3385;Starr Smith;3385
3386;Michael Munn;3386
3387;John G. Fuller;3387
3388;Babette Rothschild;3388
3389;Mary Balogh;3389
3390;Sue William Silverman;3390
3391;Christopher Pike;3391
3392;Sandra Benítez;3392
3393;Linda Lay Shuler;3393
3394;Shauna Singh Baldwin;3394
3395;Maggie Shayne;3395
3396;Teresa Medeiros;3396
3397;Daniel  Wallace;3397
3398;Michael Littlefield;3398
3399;Ann Margaret Lewis;3399
3400;Welles Hartley;3400
3401;Timothy Zahn;3401
3402;John Knoll;3402
3403;John Ostrander;3403
3404;J.W. Rinzler;3404
3405;W. Haden Blackman;3405
3406;Wesley Martin;3406
3407;Bonnie Burton;3407
3408;Thomas Andrews;3408
3409;John Jackson Miller;3409
3410;Stephen J. Sansweet;3410
3411;Robin  Davis;3411
3412;Dave Land;3412
3413;Terryl Whitlatch;3413
3414;Matthew Bortolin;3414
3415;Rob Williams;3415
3416;Scott Allie;3416
3417;Matthew Woodring Stover;3417
3418;Curtis Saxton;3418
3419;Ron Marz;3419
3420;Brian Copeland;3420
3421;Yosef A.A. Ben-Jochannan;3421
3422;Black Elk;3422
3423;Tom Arnett;3423
3424;Johnny Cash;3424
3425;Michael Streissguth;3425
3426;Eric Bischoff;3426
3427;Amy Goldman Koss;3427
3428;Joseph Campbell;3428
3429;Bob Spitz;3429
3430;Geoff Emerick;3430
3431;Simon Wells;3431
3432;Philip Norman;3432
3433;Alan Aldridge;3433
3434;Bruce Spizer;3434
3435;Chris Ingham;3435
3436;The Beatles;3436
3437;Peter     Brown;3437
3438;Devin McKinney;3438
3439;Mark Hertsgaard;3439
3440;Mark Lewisohn;3440
3441;Keith Badman;3441
3442;Peter J. Smith;3442
3443;Hunter Davies;3443
3444;Richard Buskin;3444
3445;Maxwell Mackenzie;3445
3446;Meredith Daneman;3446
3447;Thomas Lewis;3447
3448;J.R. Ward;3448
3449;Phyllis A. Bird;3449
3450;Nayantara Sahgal;3450
3451;Robert Todd Carroll;3451
3452;Mark Crispin Miller;3452
3453;Charles Mackay;3453
3454;Martin S. Fridson;3454
3455;Gustave Le Bon;3455
3456;Arthur C. Clarke;3456
3457;David Goodis;3457
3458;Stan Hoig;3458
3459;Cait London;3459
3460;Robert Kanigher;3460
3461;Joe Kubert;3461
3462;Mine Yoshizaki;3462
3463;Lawrence Watt-Evans;3463
3464;Phillip C. McGraw;3464
3465;Martha Heineman Pieper;3465
3466;Debra Marquart;3466
3467;Michael Syvanen;3467
3468;Gordon Bowker;3468
3469;Anita Desai;3469
3470;Kristian Fraga;3470
3471;Paul Burrell;3471
3472;Nancy Bartholomew;3472
3473;Stephen M.R. Covey;3473
3474;Kim Newman;3474
3475;David Neiwert;3475
3476;William H. Keith Jr.;3476
3477;Elizabeth Lowell;3477
3478;Ann Maxwell;3478
3479;Joan Jonker;3479
3480;Jim  Murphy;3480
3481;Todd Gitlin;3481
3482;Joan Holub;3482
3483;Pat Harrigan;3483
3484;Monte Cook;3484
3485;Lewis B. Namier;3485
3486;Loree Lough;3486
3487;Sarah Fielding;3487
3488;Debra Hess;3488
3489;Frederick K. Goodwin;3489
3490;Paul J. Mikol;3490
3491;Raymond T. McNally;3491
3492;Larry Young;3492
3493;G. Edward White;3493
3494;William C. Dowling;3494
3495;James Robert Smith;3495
3496;Robert M. Price;3496
3497;Cynthia J. Arnson;3497
3498;Frederick Douglass;3498
3499;Jean Van Leeuwen;3499
3500;Vella Munn;3500
3501;Charlotte Lyons;3501
3502;Mary Engelbreit;3502
3503;Jason King;3503
3504;Mary Ashworth;3504
3505;David Wojnarowicz;3505
3506;Bill Pittman;3506
3507;Elizabeth Knowles;3507
3508;Phil Brucato;3508
3509;Charles Tandy;3509
3510;Laura Driscoll;3510
3511;Dave Aikins;3511
3512;Richard Kern;3512
3513;John W. Dean;3513
3514;United Feature Syndication;3514
3515;Syd Hoff;3515
3516;Susan    Oliver;3516
3517;Shannon Hengen;3517
3518;Susan Hill;3518
3519;Jane Gardam;3519
3520;Gavin Baddeley;3520
3521;Georges Bataille;3521
3522;William A. Cohen;3522
3523;John Waters;3523
3524;John D. Cox;3524
3525;Rosamunde Pilcher;3525
3526;William W. Johnstone;3526
3527;Jonathan  Andrews;3527
3528;Iain Crichton Smith;3528
3529;Stephen  Mansfield;3529
3530;Lloyd P. Gerson;3530
3531;David Lubar;3531
3532;Bernard Taper;3532
3533;Beryl Markham;3533
3534;Gwynne Forster;3534
3535;Shayla Black;3535
3536;L.A. Banks;3536
3537;Rona Sharon;3537
3538;Kingdome 19;3538
3539;Melissa Kantor;3539
3540;Nancy Tillman;3540
3541;Milan Trenc;3541
3542;Carson McCullers;3542
3543;Muriel Spark;3543
3544;J. Scott Duvall;3544
3545;Alice Wong;3545
3546;Robb Forman Dew;3546
3547;Will Ferguson;3547
3548;Jasmine C.M. Luk;3548
3549;Sinclair B. Ferguson;3549
3550;Steven Nadler;3550
3551;David A. Nadler;3551
3552;Detlev J.K. Peukert;3552
3553;Ruth Rendell;3553
3554;Reginald Hill;3554
3555;Geraldine Pinch;3555
3556;Claudia Bishop;3556
3557;Ronald Takaki;3557
3558;Elan Golomb;3558
3559;Woody Hochswender;3559
3560;Geoffrey Batchen;3560
3561;Mitali Perkins;3561
3562;Evan Thomas;3562
3563;Anne Morrow Lindbergh;3563
3564;Carl Plasa;3564
3565;Good Housekeeping;3565
3566;Frances Burney;3566
3567;Frances Oliver;3567
3568;Suzanne Farrell;3568
3569;Katherine Hall Page;3569
3570;David E. Kaiser;3570
3571;Hiawyn Oram;3571
3572;Rebecca J. Donatelle;3572
3573;Brian Johnston;3573
3574;Judy Blume;3574
3575;Jennifer O'Connell;3575
3576;Margaret Sanborn;3576
3577;Daria Snadowsky;3577
3578;Kate Braverman;3578
3579;Gaius Julius Caesar;3579
3580;Michael Parenti;3580
3581;John Piper;3581
3582;Arundhati Roy;3582
3583;James C. Humes;3583
3584;John Keegan;3584
3585;Robin Lane  Fox;3585
3586;Kurt Reighley;3586
3587;Richard D. Nelson;3587
3588;Charles Taylor;3588
3589;Ruth  Abbey;3589
3590;George Sullivan;3590
3591;Guy Kawasaki;3591
3592;Walter Foster Creative Team;3592
3593;Peter Elkind;3593
3594;Georgina Grey;3594
3595;Cheryl Carlson;3595
3596;Ed McBain;3596
3597;Efraim Turban;3597
3598;Brian D. McLaren;3598
3599;Jill Nelson;3599
3600;Quincy Jones;3600
3601;Fred Goodman;3601
3602;Howard E. Covington Jr.;3602
3603;Fredric Dannen;3603
3604;Mary Kay Andrews;3604
3605;Ryōtarō Shiba;3605
3606;Donald Goines;3606
3607;Robert E. Hemenway;3607
3608;Henry Louis Gates Jr.;3608
3609;Sang-Sun Park;3609
3610;Christopher Pinney;3610
3611;Richard A. Posner;3611
3612;Gerald Posner;3612
3613;Sally Potter;3613
3614;Ludovico Ariosto;3614
3615;Orlando Figes;3615
3616;Pat Frank;3616
3617;Arthur Agatston;3617
3618;Nevil Shute;3618
3619;Dalai Lama XIV;3619
3620;Chris Prentiss;3620
3621;Sharon Salzberg;3621
3622;Benjamin James Sadock;3622
3623;Ben R. Kaplan;3623
3624;Kate Hemphill;3624
3625;Let's Go Inc.;3625
3626;Roff Smith;3626
3627;Richard Seymour Hall;3627
3628;Nassim Nicholas Taleb;3628
3629;Charles Burns;3629
3630;Edward Gorey;3630
3631;Peter Tallack;3631
3632;Raina Telgemeier;3632
3633;Robert Benedetti;3633
3634;Lilian Jackson Braun;3634
3635;Valerie Boyd;3635
3636;Charles Bukowski;3636
3637;Arthur Plotnik;3637
3638;Amy Krouse Rosenthal;3638
3639;Lynsay Sands;3639
3640;Alexandra Siy;3640
3641;Nigella Lawson;3641
3642;John Tosh;3642
3643;Mari Mancusi;3643
3644;Howard Chaykin;3644
3645;Nancy Verde Barr;3645
3646;Nikki Stafford;3646
3647;Govind Armstrong;3647
3648;Richard Platt;3648
3649;John Mason;3649
3650;Ilona Andrews;3650
3651;Brian Doherty;3651
3652;Tania Zamorsky;3652
3653;Marion Crawford;3653
3654;Juan Rulfo;3654
3655;David Lindsay-Abaire;3655
3656;Glenn Yeffeth;3656
3657;Betty Friedan;3657
3658;James Herriot;3658
3659;Jim Wight;3659
3660;April Jones Prince;3660
3661;MaryAnn F. Kohl;3661
3662;Ann Hewetson;3662
3663;Keith Donohue;3663
3664;Kris Lane;3664
3665;Carol Drinkwater;3665
3666;Henry Jenkins;3666
3667;Thomas X. Hammes;3667
3668;Hailey Abbott;3668
3669;Charles Lockwood;3669
3670;Janice Cook Migliaccio;3670
3671;J.E. Bright;3671
3672;Susanna Tamaro;3672
3673;Emily Blake;3673
3674;Julie Leto;3674
3675;Joy King;3675
3676;Liz Carlyle;3676
3677;Christine Rimmer;3677
3678;Andy Griffiths;3678
3679;Jane B. Mason;3679
3680;Elinor M. Brent-Dyer;3680
3681;Robin Wasserman;3681
3682;Alison Bechdel;3682
3683;Denny Caringer;3683
3684;Ian W. Toll;3684
3685;Nick Lane;3685
3686;Charles C. Mann;3686
3687;James Brodrick;3687
3688;Lincoln Child;3688
3689;Gelsey Kirkland;3689
3690;Barbara Richard;3690
3691;Allison Pearson;3691
3692;Courtney E. Martin;3692
3693;Brian Tracy;3693
3694;Tish Boyle;3694
3695;Sean B. Carroll;3695
3696;Susan Carroll;3696
3697;Gene A. Brucker;3697
3698;Nikki Giovanni;3698
3699;Wolfgang Amadeus Mozart;3699
3700;Alex Constantine;3700
3701;Gale Gand;3701
3702;C.S. Harris;3702
3703;John    Mason;3703
3704;L. John Mason;3704
3705;Beth A. Jones;3705
3706;Ann Bausum;3706
3707;John     Nichols;3707
3708;Mervyn Peake;3708
3709;Lisa Chaney;3709
3710;Simon Anholt;3710
3711;Ann Hodgman;3711
3712;Susan Conant;3712
3713;Jessica Conant-Park;3713
3714;Jerry Burton;3714
3715;David Hewson;3715
3716;Jim Supica;3716
3717;Bruce Cumings;3717
3718;Richard Bonson;3718
3719;Stephen Biesty;3719
3720;Jennifer Allison;3720
3721;John Newhouse;3721
3722;Joseph Epstein;3722
3723;Rick Decker;3723
3724;James E. Campbell;3724
3725;James Campbell;3725
3726;James   Campbell;3726
3727;Ronda Thompson;3727
3728;Mark Kermode;3728
3729;Frank Darabont;3729
3730;Frank Zappa;3730
3731;Garrison Keillor;3731
3732;Henry Mintzberg;3732
3733;Sherry Gershon Gottlieb;3733
3734;Barbara Bottner;3734
3735;Cynthia Chin-Lee;3735
3736;Rumi;3736
3737;Matt Riser;3737
3738;Barthe DeClements;3738
3739;Henning Mankell;3739
3740;Devon W. Carbado;3740
3741;Lee Charles Kelley;3741
3742;Sheri Rose Shepherd;3742
3743;Marianne Williamson;3743
3744;Ann M. Martin;3744
3745;Carol Belanger Grafton;3745
3746;Alice Medrich;3746
3747;Peter Reinhart;3747
3748;David B.;3748
3749;Naomi Wolf;3749
3750;Thomas C. Foster;3750
3751;Francine Prose;3751
3752;Rebecca  Brown;3752
3753;Richard Peck;3753
3754;Lisa S.  French;3754
3755;David Haynes;3755
3756;Michele K. Spike;3756
3757;Livy;3757
3758;Theodore Ayrault Dodge;3758
3759;John Prevas;3759
3760;Leonard Cottrell;3760
3761;Laurence L. Brunton;3761
3762;Patrick Nobes;3762
3763;Caleb Carr;3763
3764;Irving John;3764
3765;John   Hammond;3765
3766;Marisabina Russo;3766
3767;Susan Minot;3767
3768;Stephen Minot;3768
3769;Eliza Minot;3769
3770;Erik  Larson;3770
3771;Terry  Taylor;3771
3772;Vikram Chandra;3772
3773;Rachel Simon;3773
3774;Page McBrier;3774
3775;Karen Essex;3775
3776;Frank Zöllner;3776
3777;Ursula Nordstrom;3777
3778;Megan Whalen Turner;3778
3779;Sharyn November;3779
3780;Paul Cronin;3780
3781;Arthur Herzog III;3781
3782;Peter Mayle;3782
3783;Julie Orringer;3783
3784;Michel Faber;3784
3785;Jacqueline Carey;3785
3786;Peter Carey;3786
3787;Drew Carey;3787
3788;Julian Caldecott;3788
3789;Paola Cavalieri;3789
3790;Sy Montgomery;3790
3791;Anthony D. Pellegrini;3791
3792;Paul Ruditis;3792
3793;L. Alan LeDoux;3793
3794;Heather Jarman;3794
3795;James K. Morrow;3795
3796;William Beebe;3796
3797;Cara Black;3797
3798;Diane Setterfield;3798
3799;Richard K. Morgan;3799
3800;Barbara Cleverly;3800
3801;Christopher Buckley;3801
3802;Irving Stone;3802
3803;Pauline Réage;3803
3804;Laura Furman;3804
3805;Doris Kloster;3805
3806;Arthur Bennett;3806
3807;Andy Hertzfeld;3807
3808;Richard Llewellyn;3808
3809;David Donovan;3809
3810;Karyn Monk;3810
3811;Jack Finney;3811
3812;Marcus J. Borg;3812
3813;Gwen Moran;3813
3814;Luke Welling;3814
3815;W. Jason Gilmore;3815
3816;Janet Valade;3816
3817;Charlotte Fiell;3817
3818;Robert Brent Toplin;3818
3819;Kelly  Carr;3819
3820;Laurence Sterne;3820
3821;T.R. Reid;3821
3822;Sarah Johnstone;3822
3823;Eric R. Wolf;3823
3824;John M. Merriman;3824
3825;Walter Rodney;3825
3826;Norman Davies;3826
3827;Jim Carroll;3827
3828;Ed  Young;3828
3829;Nick Tosches;3829
3830;Ben Schott;3830
3831;John W. Schott;3831
3832;Chalmers Johnson;3832
3833;Carl Safina;3833
3834;Joseph Bruchac;3834
3835;Nicola Davies;3835
3836;Gary Snyder;3836
3837;Mitchel Resnick;3837
3838;Richard D. Bartlett;3838
3839;Liz Palika;3839
3840;Paul Galdone;3840
3841;Guy W. Jones;3841
3842;Basil Pao;3842
3843;Jack Vance;3843
3844;A.E. Cunningham;3844
3845;Frederik Pohl;3845
3846;Nicholas Johnson;3846
3847;Clifford D. Simak;3847
3848;Edmund Morris;3848
3849;John Gribbin;3849
3850;Lois N. Magner;3850
3851;Tom Kelley;3851
3852;Hemant Mehta;3852
3853;Gene Wolfe;3853
3854;Debra Cowan;3854
3855;Better Homes and Gardens;3855
3856;James  Hawkins;3856
3857;John Brunner;3857
3858;Suzanne C. O'Connell Smeltzer;3858
3859;Karl Barth;3859
3860;Chad Oliver;3860
3861;Eric Frank Russell;3861
3862;Peter D'Epiro;3862
3863;Robertson Davies;3863
3864;Ellen Evert Hopman;3864
3865;Terry Pastor;3865
3866;Edward St. Aubyn;3866
3867;John Graves;3867
3868;Barry Glassner;3868
